Date,Name,Rank,Age,Cause,Place of Death,Country of Death,Branch of Service,City,State
5/11/2009,"Barton, Jacob D.",Specialist,20,Non-hostile - small arms fire,Baghdad (Camp Liberty),Iraq,U.S. Army,Lenox,Missouri
5/11/2009,"Houseal, Matthew",Major,54,Non-hostile - small arms fire,Baghdad (Camp Liberty),Iraq,U.S. Army,Amarillo,Texas
5/11/2009,"Yates Jr., Michael Edward",Private 1st Class,19,Non-hostile - small arms fire,Baghdad (Camp Liberty),Iraq,U.S. Army,Federalsburg,Maryland
5/10/2009,"Hutchison, Steven",Major,60,Hostile - hostile fire - IED attack,Al Farr,Iraq,U.S. Army Reserve,Scottsdale,Arizona
5/9/2009,"Albrak, Omar M.",Specialist,21,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army Reserve,Chicago,Illinois
5/8/2009,"Agno, Randy S.",Staff Sergeant,29,Non-hostile,Walter Reed Army Medical Center (FOB Ols),Iraq,U.S. Army,Pearl City,Hawaii
5/8/2009,"Hartford, Justin P.",Private,21,Non-hostile,Balad,Iraq,U.S. Army,Elmira,New York
5/7/2009,"Sykes, Shawn D.",Specialist,28,Non-hostile - accident,Landstuhl Reg. Med. Ctr.,Germany,U.S. Army,Portsmouth,Virginia
5/2/2009,"Velloza, Jake R.",Specialist,22,Hostile - hostile fire - small arms fire,Mosul (south of),Iraq,U.S. Army,Inverness,California
5/2/2009,"McCleery, Jeremiah P.",Specialist,24,Hostile - hostile fire - small arms fire,Mosul (south of),Iraq,U.S. Army,Portola,California
4/30/2009,"Trahan, Tyler J.",Petty Officer 2nd Class,22,Hostile - hostile fire - bomb,Fallujah,Iraq,U.S. Navy,East Freetown,Massachusetts
4/30/2009,"McIlvaine, James R.",Sergeant,26,Hostile - hostile fire,Anbar Province,Iraq,U.S. Marine,Olney,Maryland
4/30/2009,"Wojciechowski, Mark A.",Staff Sergeant,25,Hostile - hostile fire,Anbar Province,Iraq,U.S. Marine,Cincinnati,Ohio
4/25/2009,"Webster, Leroy O.",Sergeant,28,Hostile - hostile fire - small arms fire,Kirkuk (near),Iraq,U.S. Army,Sioux Falls,South Dakota
4/24/2009,"Moore Jr., Benjamin",Company Sergeant-Major,43,Non-hostile,Contingency Operating Base Speicher,Iraq,U.S. Army,Waycross,Georgia
4/22/2009,"Comstock, William C.",Corporal,21,Non-hostile,Anbar Province,Iraq,U.S. Marine,Van Buren,Arkansas
4/22/2009,"Davis, Brad A.",Corporal,21,Hostile - hostile fire - IED attack,"Baghdad (near, east of)",Iraq,U.S. Army,Garfield Heights,Ohio
4/16/2009,"Spencer II, Ray A.",Lance Corporal,20,Non-hostile - gunshot wound,Al Anbar Province,Iraq,U.S. Marine,Ridgecrest,California
4/13/2009,"Moncada, Raul",Sergeant,29,Hostile - hostile fire - IED attack (EFP),Karbala (5 km south of),Iraq,U.S. Army,Madera,California
4/12/2009,"Anaya, Michael J.",Specialist,23,Hostile - hostile fire - IED attack,Bayji,Iraq,U.S. Army,Crestview,Florida
4/10/2009,"Loza, Christopher D.",Sergeant,24,Non-Hostile - Illness,Walter Reed Army Medical Center,USA,U.S. Army National Guard,Abilene,Texas
4/10/2009,"Woods Jr., Gary L.",Staff Sergeant,24,Hostile - hostile fire - suicide truck bomb,Mosul,Iraq,U.S. Army,Lebanon Junction,Kentucky
4/10/2009,"Hall, Bryan E.",Staff Sergeant,32,Hostile - hostile fire - suicide truck bomb,Mosul,Iraq,U.S. Army,Elk Grove,California
4/10/2009,"Pautsch, Jason G.",Corporal,20,Hostile - hostile fire - suicide truck bomb,Mosul,Iraq,U.S. Army,Davenport,Iowa
4/10/2009,"Gautier, Bryce E.",Private 2nd Class,22,Hostile - hostile fire - suicide truck bomb,Mosul,Iraq,U.S. Army,Cypress,California
4/10/2009,"Forrest, Edward",Sergeant,25,Hostile - hostile fire - suicide truck bomb,Mosul,Iraq,U.S. Army,Fenton,Missouri
4/5/2009,"Mejias, Israel Candelaria",Specialist,28,Hostile - hostile fire - land mine,Baghdad (north east of),Iraq,U.S. Army ,San Lorenzo,Puerto Rico
4/3/2009,"Dearmon, Stephen F.",Lance Corporal,21,Non-hostile,Al Anbar Province,Iraq,U.S. Marine,Crossville,Tennessee
4/3/2009,"Beard, Daniel J.",Sergeant,24,Non-hostile,Diwaniyah,Iraq,U.S. Army,Buffalo,New York
3/31/2009,"Poche, Devin C.",Sergeant,25,Non-hostile,Tikrit (near),Iraq,U.S. Army,Jacksonville,North Carolina
3/31/2009,"Lantigua, Nelson M.",Lance Corporal,20,Non-hostile - gunshot wound,Al Anbar Province,Iraq,U.S. Marine,Miami,Florida
3/25/2009,"Futrell, Raphael A.",Staff Sergeant,26,Non-hostile,Baghdad,Iraq,U.S. Army,Anderson,South Carolina
3/19/2009,"Escobedo Jr., Jose R.",Sergeant,32,Non-hostile,Iskandariyah (died in Baghdad),Iraq,U.S. Army,Albuquerque,New Mexico
3/16/2009,"Moore, Gary L.",Specialist,25,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Del City,Oklahoma
3/10/2009,"Malone, Patrick A.",Lance Corporal,21,Non-hostile,Al Anbar Province,Iraq,U.S. Marine,Ocala,Florida
3/7/2009,"Hyde, Daniel B.",1st Lieutenant,24,Hostile - hostile fire - RPG attack,Tikrit,Iraq,U.S. Army,Modesto,California
3/3/2009,"Sarandrea, Jessica Y.",Private 1st Class,22,Hostile - hostile fire - indirect fire,Mosul,Iraq,U.S. Army,Miami,Florida
3/2/2009,"Reed, Jeffrey A.",Sergeant,23,Hostile - hostile fire - grenade,Taji,Iraq,U.S. Army,Chesterfield,Virginia
2/28/2009,"Whitworth, Donte Jamal",Corporal,21,Non-hostile - vehicle accident,Al Taquddum Air Base,Iraq,U.S. Marine,Noblesville,Indiana
2/26/2009,"Connelly, Brian M.",Specialist,26,Hostile - hostile fire - IED attack,Adhamiyah,Iraq,U.S. Army,Union Beach,New Jersey
2/24/2009,"Emmert, William E.",1st Lieutenant,36,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army National Guard,Lincoln,Tennessee
2/23/2009,"Mayne, Michael L.",Corporal,21,Hostile - hostile fire - small arms fire,Diyala Province (died in Balad),Iraq,U.S. Army,Burlington Flats,New York
2/23/2009,"Alleman, Micheal B.",Specialist,31,Hostile - hostile fire - small arms fire,Diyala Province (died in Balad),Iraq,U.S. Army,Logan,Utah
2/23/2009,"Nordmeyer, Zachary R.",Private 1st Class,21,Hostile - hostile fire - small arms fire,Diyala Province (died in Balad),Iraq,U.S. Army,Indianapolis,Indiana
2/21/2009,"Baum, Mark C.",Staff Sergeant,32,Hostile - hostile fire - small arms fire,Mushada (died in Baghdad),Iraq,U.S. Army National Guard,Telford,Pennsylvania
2/19/2009,"Walter, Cwislyn K.",Private 1st Class,19,Non-hostile,Kuwait City,Kuwait,U.S. Army,Honolulu,Hawaii
2/15/2009,"Diamond, Sean D.",Staff Sergeant,41,Hostile - hostile fire - IED attack,southern Iraq (died in As Salam),Iraq,U.S. Army ,Dublin,California
2/14/2009,"Thompson, Stephen S.",Corporal,23,Non-hostile - gunshot wound,Baghdad,Iraq,U.S. Army,Tulsa,Oklahoma
2/9/2009,"Derby, Garnet R.",Lieutenant Colonel,44,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Missoula,Montana
2/9/2009,"Ward, Joshua A.",Sergeant,30,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Scottsville,Kentucky
2/9/2009,"Jex, Albert R.",Private 1st Class,23,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Phoenix,Arizona
2/9/2009,"Roberge, Jonathan R.",Private 1st Class,22,Hostile - hostile fire - IED attack,Mosul,Iraq,U.S. Army,Leominster,Massachusetts
2/8/2009,"Dorsey, James M.",Specialist,23,Non-hostile,Baghdad,Iraq,U.S. Army ,Beardstown,Illinois
2/6/2009,"Sweet, Christopher P.",Specialist,28,Non-hostile,Balad Ruz,Iraq,U.S. Army,Kahului,Hawaii
2/4/2009,"Ansong, Theophilus K.",Petty Officer 1st Class,34,Non-hostile - lost at sea,Gulf of Aden,International waters,U.S. Navy,Bristow,Virginia
1/31/2009,"Fernandez, Darrell L.",Specialist,25,Non-hostile - vehicle accident,Kirkuk,Iraq,U.S. Army,Truth or Consequences,New Mexico
1/26/2009,"Windorski, Jr., Philip E.",Chief Warrant Officer,35,Hostile - hostile fire - helicopter crash,Kirkuk (near),Iraq,U.S. Army,Bovey,Minnesota
1/26/2009,"Kelley, Matthew G.",Chief Warrant Officer,30,Hostile - hostile fire - helicopter crash,Kirkuk (near),Iraq,U.S. Army,Cameron,Missouri
1/26/2009,"Tillery, Joshua M.",Chief Warrant Officer,31,Hostile - hostile fire - helicopter crash,Kirkuk (near),Iraq,U.S. Army,Beaverton,Oregon
1/26/2009,"Todd, Benjamin H.",Chief Warrant Officer,29,Hostile - hostile fire - helicopter crash,Kirkuk (near),Iraq,U.S. Army,Colville,Washington
1/24/2009,"Harrington, Kyle J.",Sergeant,24,Non-hostile - vehicle accident,Balad,Iraq,U.S. Army,Swansea,Massachusetts
1/24/2009,"Cotting, Grant A.",Private,19,Non-hostile,Al Kut,Iraq,U.S. Army,Corona,California
1/22/2009,"Pollini, Matthew M.",Private 1st Class,21,Non-hostile - vehicle rollover,FOB Delta  (near al-Kut),Iraq,U.S. Army National Guard,Rockland,Massachusetts
1/18/2009,"Andrade Jr., Roberto",Staff Sergeant,26,Hostile - hostile fire - IED attack,Baghdad (eastern part),Iraq,U.S. Army,Chicago,Illinois
1/17/2009,"McKnight, Omar J.",Airman,22,Non-hostile,Balad,Iraq,U.S. Air Force,Marrero,Louisiana
1/16/2009,"Turner, Ricky L.",Private 1st Class,20,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army,Athens,Alabama
1/11/2009,"Porter, Marquis R.",Sergeant,28,Non-hostile,Al Asad,Iraq,U.S. Marine,Brighton,Massachusetts
1/11/2009,"McCune, Sean P.",Private,20,Non-hostile - manslaughter,Samarra,Iraq,U.S. Army,Euless,Texas
1/10/2009,"Bauer, Justin L.",Staff Sergeant,24,Hostile - hostile fire - IED attack,Baghdad (eastern part),Iraq,U.S. Army,Loveland,Colorado
1/6/2009,"Davis, Anthony D.",Staff Sergeant,29,Hostile - hostile fire - small arms fire,Northern Iraq,Iraq,U.S. Army,Daytona Beach,Florida
1/3/2009,"Gilliam, Chadwick A.",Lance Corporal,29,Non-hostile,Kuwait,Kuwait,U.S. Marine,Mayking,Kentucky
12/31/2008,"Tollefson, Benjamin B.",Private,22,Hostile - hostile fire - mortar attack,Ghazaliya,Iraq,U.S. Army,Concord,California
12/31/2008,"Lotter, Christopher W.",Private 1st Class,20,Hostile - hostile fire - small arms fire,Tikrit (died in Balad),Iraq,U.S. Army,Chester Heights,Pennsylvania
12/28/2008,"Gonzales, Tony J.",Specialist,20,Hostile - hostile fire - IED attack,Baghdad (Sadr City),Iraq,U.S. Army,Newman,California
12/25/2008,"Seitz, Joshua D.",Master-at-Arms Seaman Apprentice,19,Non-hostile,Manama,Bahrain,U.S. Navy,Pensacola,Florida
12/25/2008,"Pryor, John P.",Major,42,Hostile - hostile fire - mortar attack,Mosul (near),Iraq,U.S. Army,Moorestown,New Jersey
12/24/2008,"Smith, Christopher G.",Staff Sergeant,28,Non-hostile - vehicle rollover,southern Iraq (died in Baghdad),Iraq,U.S. Army,Grand Rapids,Michigan
12/24/2008,"Okray, Stephen M.",Specialist,21,Non-hostile - vehicle rollover,southern Iraq (died in Baghdad),Iraq,U.S. Army,St. Clair Shores,Michigan
12/24/2008,"Zapasnik, Stephen G.",Specialist,19,Non-hostile - vehicle rollover,southern Iraq (died in Baghdad),Iraq,U.S. Army,Broken Arrow,Oklahoma
12/21/2008,"Reilly Jr., Thomas",Lance Corporal,19,Hostile -  hostile fire,Baharia,Iraq,U.S. Marine,London,Kentucky
12/20/2008,"Johnson, Robert L.",Lance Corporal,21,Non-hostile,Al Anbar Province,Iraq,U.S. Marine,Central Point,Oregon
12/20/2008,"Hinkefent, Coleman W.",Private 1st Class,19,Non-hostile - illness,"Hamburg, Germany",Germany,U.S. Army,Coweta,Oklahoma
12/20/2008,"Dean, Jonathan W.",Staff Sergeant,25,Non-hostile,Tikrit,Iraq,U.S. Army,Henagar,Alabama
12/4/2008,"Sam, Solomon T.",Staff Sergeant,31,Hostile - hostile fire - suicide car bomb,Mosul,Iraq,U.S. Army,Majuro,Marshall Islands
12/4/2008,"Savage, John J.",Sergeant,26,Hostile - hostile fire - suicide car bomb,Mosul,Iraq,U.S. Army,Weatherford,Texas
11/25/2008,"Frank, Warren A.",Captain,26,Hostile - hostile fire - small arms fire,Baiji,Iraq,U.S. Marine,Cincinnati,Ohio
11/24/2008,"Davis, Anthony",Master Sergeant,43,Hostile - hostile fire - small arms fire,Baiji,Iraq,U.S. Army,Triangle,Virginia
11/24/2008,"Jernigan, William K.",1st Lieutenant,35,Non-hostile,Ba'qubah,Iraq,U.S. Army,Doraville,Georgia
11/21/2008,"Wilson, Miguel A.",Sergeant 1st Class,36,Non-hostile - during rescue attempt ,Mosul,Iraq,U.S. Army,Bonham,Texas
11/20/2008,"Barnett, Charles Yi",Private,19,Non-hostile,Tallil,Iraq,U.S. Army,Bel Air,Maryland
11/19/2008,"Velasco, Marcelo R.",Gunnery Sergeant,40,Non-hostile,Falluja,Iraq,U.S. Marine,Miami,Florida
11/15/2008,"Humphreys, Christian P.",Chief Warrant Officer,28,Non-hostile - helicopter crash,Mosul,Iraq,U.S. Army,Fallon,Nevada
11/15/2008,"Clark, Donald V.",Chief Warrant Officer,37,Non-hostile - helicopter crash,Mosul,Iraq,U.S. Army,Memphis,Tennessee
11/14/2008,"Allen, Aaron M.",Corporal,24,Hostile - hostile fire - IED attack,Ferris (near Fallujah),Iraq,U.S. Marine,Buellton,California
11/13/2008,"Clay, James M.",Specialist,25,Non-hostile - vehicle accident,Al Anbar Province,Iraq,U.S. Army National Guard,Mountain Home,Arkansas
11/13/2008,"De La Paz, Armando A.",Specialist,21,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army,Riverside,California
11/12/2008,"Regalado, Jose",Sergeant,23,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Los Angeles,California
11/12/2008,"Shea, Corey M.",Specialist,21,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Mansfield,Massachusetts
11/8/2008,"Walker, Timothy H.",Staff Sergeant,38,Hostile - hostile fire - IED attack,Baghdad (northern part),Iraq,U.S. Army,Franklin,Tennessee
11/6/2008,"McClellan, William Justin",Sergeant,22,Hostile - hostile,Walter Reed Army Medical Center,Iraq,U.S. Army ,New Castle,Indiana
11/6/2008,"Hobbs, Theron V.",Private 1st Class,22,Non-hostile - vehicle accident,Kirkuk,Iraq,U.S. Army,Albany,Georgia
11/5/2008,"Wenger, Adam McKamey",Specialist,27,Non-hostile,Tunnis,Iraq,U.S. Army,Mount Pleasant,South Carolina
10/29/2008,"Coleman, Bradley S.",Private 1st Class,24,Non-hostile,Qayyarah Airfield,Iraq,U.S. Army,Martinsville,Virginia
10/29/2008,"Metcalf, Scott J.",Sergeant,36,Non-hostile,Mosul (died in Balad),Iraq,U.S. Army,Framingham,Massachusetts
10/24/2008,"Eggleston, Cody J.",Private 1st Class,21,Hostile - hostile fire - indirect fire,"National Naval Medical Center, Bethesda",USA,U.S. Army,Eugene,Oregon
10/23/2008,"Hause, Brian P.",Staff Sergeant,29,Non-hostile - medical,Balad Air Base,Iraq,U.S. Air Force,Stoystown,Pennsylvania
10/20/2008,"Dryden, Stacy A.",Lance Corporal,22,Non-hostile,Al Asad,Iraq,U.S. Marine,North Canton,Ohio
10/16/2008,"Pickard, Heath K.",Private 1st Class,25,Hostile - hostile fire - indirect fire,Ba'qubah,Iraq,U.S. Army,Palestine,Texas
10/15/2008,"Saint, Justin A.",Specialist,22,Non-hostile,Baghdad,Iraq,U.S. Army,Albertville,Alabama
10/14/2008,"McCraw, Christopher A.",Private 1st Class,23,Hostile - hostile fire - small arms fire ,Baghdad (Nasar Wa Salam),Iraq,U.S. Army,Columbia,Mississippi
10/12/2008,"Johnson, Geoffrey G.",Specialist,28,Non-hostile,Baghdad,Iraq,U.S. Army,Lubbock,Texas
10/11/2008,"Fernandez III, Reuben M.",Corporal,22,Hostile - hostile fire - IED attack,Majar Al Kabir (Amara),Iraq,U.S. Army,Abilene,Texas
10/7/2008,"Clark, Michael K.",Sergeant,24,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Sacramento,California
10/5/2008,"Stahlman, Michael R.",Colonel,45,Non-hostile,Anbar Province,Iraq,U.S. Marine,Chevy Chase,Maryland
10/5/2008,"Rudd, William P.",Sergeant,27,Hostile - hostile fire - small arms fire,Mosul,Iraq,U.S. Army,Madisonville,Kentucky
10/3/2008,"Setzler, Tavarus D.",Private 1st Class,23,Hostile - hostile fire - IED attack,Majar al-Kabir,Iraq,U.S. Army,Jacksonville,Florida
9/30/2008,"Bartkiewicz, Christopher A.",Private 1st Class,25,Hostile - hostile fire - small arms fire ,Baghdad (northern part),Iraq,U.S. Army,Dunfermline,Illinois
9/29/2008,"Fox, Christopher T.",Specialist,21,Hostile - hostile fire - small arms fire,Adhamiyah,Iraq,U.S. Army,Memphis,Tennessee
9/27/2008,"Bryant, Jamel A.",Private 1st Class,22,Non-hostile - vehicle rollover,Baghdad (Southeast of),Iraq,U.S. Army,Belleville,Illinois
9/25/2008,"Phillips Jr., Ronald",Staff Sergeant,33,Hostile - hostile fire - IED attack,Bahbahani,Iraq,U.S. Army,Conway,South Carolina
9/24/2008,"Medders, Michael J.",Captain,25,Hostile - hostile fire - suicide bomber,Jisr Naft,Iraq,U.S. Army,Elyria,Ohio
9/23/2008,"Brown, Thomas J.",1st Lieutenant,26,Hostile - hostile fire - small arms fire,Salman Pak,Iraq,U.S. Army,Shelton,Virginia
9/21/2008,"Taylor, Matthew J.",Staff Sergeant,25,Hostile - hostile fire - small arms fire,Baghdad,Iraq,U.S. Army,Charleston,South Carolina
9/18/2008,"Edwards, Corry A.",Chief Warrant Officer,38,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,Kennedale,Texas
9/18/2008,"Eshbaugh, Daniel M.",Sergeant,43,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,Norman,Oklahoma
9/18/2008,"Mason, Anthony L.",Sergeant,37,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,Springtown,Texas
9/18/2008,"Ordonez, Julio C.",1st Sergeant,54,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,San Antonio,Texas
9/18/2008,"Rudolf, Brady J.",Chief Warrant Officer,37,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,Oklahoma City,Oklahoma
9/18/2008,"Thompson, Michael E.",Corporal,23,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,Harrah,Oklahoma
9/18/2008,"Vallejo II, Robert",Not reported yet,28,Non-hostile - helicopter crash,Tallil,Iraq,U.S. Army National Guard,Richland Hills,Texas
9/17/2008,"Wright, Darrick D.",Captain,37,Non-Hostile - Illness - Heart Attack,Baghdad,Iraq,U.S. Army,Nashville,Tennessee
9/17/2008,"Gulczynski I, Leonard J.",Private 1st Class,19,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army,Carol Stream,Illinois
9/14/2008,"Marceaux Jr., Sidney J.",Colonel (Chaplain),69,Non-hostile - illness,Walter Reed Army Medical Center,USA,U.S. Army,Beaumont,Texas
9/14/2008,"Marino, Ralph J.",Lieutenant Colonel,46,Non-hostile - illness,Camp Buehring,Kuwait,U.S. Army,Houston,Pennsylvania
9/14/2008,"Durbin, Wesley R.",Sergeant,26,Non-hostile - manslaughter,Tunnis,Iraq,U.S. Army,Hurst,Texas
9/14/2008,"Dawson, Darris J.",Staff Sergeant,24,Non-hostile - manslaughter,Tunnis,Iraq,U.S. Army,Pensacola,Florida
9/10/2008,"Sexton, Daniel R.",Sergeant 1st Class,53,Non-hostile,Balad (Joint Base Balad),Iraq,U.S. Army,Wentzville,Missouri
9/5/2008,"Thibeault, Jordan P. P.",Private,22,Non-hostile,Balad (FOB Hammer),Iraq,U.S. Army,South Jordan,Utah
9/4/2008,"Thomas, Bryan R.",Private 1st Class,22,Hostile - hostile fire - IED attack,Baghdad (eastern part),Iraq,U.S. Army,Battle Creek,Michigan
9/4/2008,"Mayne, Kenneth W.",Sergeant,29,Hostile - hostile fire - IED attack,Baghdad (eastern part),Iraq,U.S. Army,Fort Benning,Georgia
9/2/2008,"May, Patrick W.",Private 1st Class,22,Non-hostile,Baghdad,Iraq,U.S. Army,Jamestown,New York
8/28/2008,"Nieve, Jorge L. Feliz",Specialist,26,Non-hostile - vehicle accident,Mosul,Iraq,U.S. Army,Queens,New York
8/28/2008,"Gonzalez, Michael L.",Specialist,20,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army ,Spotswood,New Jersey
8/27/2008,"Cooper, David K.",Sergeant,25,Hostile - hostile fire - small arms fire,Qadasiyah,Iraq,U.S. Army,Williamsburg,Kentucky
8/26/2008,"Alfonso, Carlo E.",Specialist,23,Hostile - hostile fire - IED attack,Baghdad (Sadr City),Iraq,U.S. Army,Spokane,Washington
8/25/2008,"Fitzmorris, Steven J.",Specialist,26,Hostile - hostile fire - small arms fire,Adhamiyah,Iraq,U.S. Army,Columbia,Missouri
8/19/2008,"Stanciel, George",Not reported yet,40,Hostile - hostile fire - mortar attack,Amarah,Iraq,U.S. Army,Greenwood,Mississippi
8/17/2008,"Stottlemyer, Travis M.",Lance Corporal,20,Non-hostile,Manama,Bahrain,U.S. Marine,Hatfield,Pennsylvania
8/14/2008,"King, Janelle F.",Private,23,Non-hostile,Baghdad,Iraq,U.S. Army,Merced,California
8/14/2008,"McGuire, Daniel A. C.",Private 1st Class,19,Hostile - hostile fire - small arms fire ,Falluja,Iraq,U.S. Marine,Mashpee,Massachusetts
8/13/2008,"Hale, James M.",Corporal,23,Hostile - hostile fire - IED attack,Baghdad (northwestern part),Iraq,U.S. Army,Naperville,Illinois
8/10/2008,"Ferschke Jr., Michael H.",Sergeant,22,Hostile - hostile fire - small arms fire,Tikrit (southwest of),Iraq,U.S. Marine,Maryville,Tennessee
8/10/2008,"Gibson, Kenneth B.",Sergeant,25,Hostile - hostile fire - IED attack,Tarmiya,Iraq,U.S. Army,Christiansburg,Virginia
8/9/2008,"Ulloa, Jose E.",Sergeant,23,Hostile - hostile fire - IED attack,Baghdad (Sadr City),Iraq,U.S. Army,New York,New York
8/7/2008,"Maybin, Danny E.",Main Sergeant,47,Non-hostile,Camp Arifjan,Kuwait,U.S. Army,Columbia,South Carolina
8/7/2008,"Trejo, Stewart S.",Corporal,25,Non-hostile,Karma,Iraq,U.S. Marine,Whitefish,Montana
8/7/2008,"McKiski, Adam T.",Corporal,21,Non-hostile,Karma,Iraq,U.S. Marine,Cherry Valley,Illinois
8/4/2008,"Hutton, Timothy J.",Private,21,Non-hostile,Baghdad,Iraq,U.S. Army,Dillon,Montana
8/4/2008,"Menke, Jonathan D.",Specialist,22,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,Madison,Indiana
8/4/2008,"Henry, Gary M",Sergeant,34,Hostile - hostile fire - IED attack,Baghdad,Iraq,U.S. Army National Guard,Indianapolis,Illinois
8/3/2008,"Schmidt, Ronald Andrew",Specialist,18,Non-hostile - vehicle accident,Baghdad,Iraq,U.S. Army National Guard,Newton,Kansas
8/2/2008,"Miller, Brian K.",Sergeant,37,Non-hostile - vehicle accident,Abd Allah,Iraq,U.S. Army National Guard,Pendleton,Indiana
8/2/2008,"Cole, Jennifer L.",Private 1st Class,34,Non-hostile - gunshot wound,Baiji,Iraq,U.S. Army,American Canyon,California
8/2/2008,"Dickson, Kevin R.",Specialist,21,Non-hostile,Balad,Iraq,U.S. Army,Steelville,Missouri
7/31/2008,"Mitchell, Andre Darnell",Specialist,25,Non-hostile - vehicle rollover,Mosul,Iraq,U.S. Army ,Elmont,New York
7/30/2008,"McHale, James A.",Sergeant,31,Hostile - hostile fire - IED attack,"National Naval Medical Center, Bethesda,",USA,U.S. Army,Fairfield,Montana
7/17/2008,"Larsen, Jackie L.",Technical Sergeant,37,Non-hostile,Balad (Balad Air Base),Iraq,U.S. Air Force,Tacoma,Washington
7/15/2008,"Textor, David W.",Staff Sergeant,27,Hostile - hostile fire,Mosul,Iraq,U.S. Army,Roanoke,Virginia
